name,colors,Colorless,R,U,G,B,W
Tragic Trajectory,['B'],0,0,0,0,1,0
Trained Arynx,['W'],0,0,0,0,0,1
Tranquil Cove,['Colorless'],1,0,0,0,0,0
Transit Mage,['U'],0,0,1,0,0,0
Transmutation Font,['Colorless'],1,0,0,0,0,0
Trapped in the Screen,['W'],0,0,0,0,0,1
Trash the Town,['G'],0,0,0,1,0,0
Traveling Botanist,['G'],0,0,0,1,0,0
Traveling Chocobo,['G'],0,0,0,1,0,0
Travel the Overworld,['U'],0,0,1,0,0,0
Treacherous Greed,"[B, W]",0,0,0,0,1,1
Treasure Dredger,['B'],0,0,0,0,1,0
Treasure Map  Treasure Cove,['Colorless'],1,0,0,0,0,0
Treeguard Duo,['G'],0,0,0,1,0,0
Treetop Sentries,['G'],0,0,0,1,0,0
Treetop Snarespinner,['G'],0,0,0,1,0,0
Treno Dark City,['Colorless'],1,0,0,0,0,0
Trial of Agony,['R'],0,1,0,0,0,0
Tribute to Hunger,['B'],0,0,0,0,1,0
Trick Shot,['R'],0,1,0,0,0,0
Triple Triad,['R'],0,1,0,0,0,0
Trip Up,['U'],0,0,1,0,0,0
Triumphant Chomp,['R'],0,1,0,0,0,0
Trostani Three Whispers,"[G, W]",0,0,0,1,0,1
Troublemaker Ouphe,['G'],0,0,0,1,0,0
Troyan Gutsy Explorer,"[G, U]",0,0,1,1,0,0
Trumpeting Carnosaur,['R'],0,1,0,0,0,0
Trygon Predator,"[G, U]",0,0,1,1,0,0
Tuinvale Guide,['W'],0,0,0,0,0,1
Tumbleweed Rising,['G'],0,0,0,1,0,0
Tune Up,['W'],0,0,0,0,0,1
Tunnel Surveyor,['U'],0,0,1,0,0,0
Tunnel Tipster,['G'],0,0,0,1,0,0
Turn Inside Out,['R'],0,1,0,0,0,0
Twinblade Blessing,['W'],0,0,0,0,0,1
Twinblade Paladin,['W'],0,0,0,0,0,1
Twin Bolt,['R'],0,1,0,0,0,0
Twinflame Tyrant,['R'],0,1,0,0,0,0
Twining Twins  Swift Spiral,['U'],0,0,1,0,0,0
Twinmaw Stormbrood  Charring Bite,['W'],0,0,0,0,0,1
Twisted Fealty,['R'],0,1,0,0,0,0
Twisted Sewer-Witch,['B'],0,0,0,0,1,0
Twist Reality,['U'],0,0,1,0,0,0
Twists and Turns  Mycoid Maze,['Colorless'],1,0,0,0,0,0
Twitching Doll,['G'],0,0,0,1,0,0
Two-Headed Hunter  Twice the Rage,['R'],0,1,0,0,0,0
Tyrox Saurid Tyrant,['R'],0,1,0,0,0,0
Tyvar the Pummeler,['G'],0,0,0,1,0,0
Uchbenbak the Great Mistake,"[B, U]",0,0,1,0,1,0
Ugin Eye of the Storms,['Colorless'],1,0,0,0,0,0
Ultima,['W'],0,0,0,0,0,1
Ultima Origin of Oblivion,['Colorless'],1,0,0,0,0,0
Ultimate Green Goblin,"[B, R]",0,1,0,0,1,0
Ultima Weapon,['Colorless'],1,0,0,0,0,0
Ultimecia Temporal Threat,['U'],0,0,1,0,0,0
Ultimecia Time Sorceress  Ultimecia Omnipotent,['Colorless'],1,0,0,0,0,0
Ultros Obnoxious Octopus,['U'],0,0,1,0,0,0
Umbral Collar Zealot,['B'],0,0,0,0,1,0
Unable to Scream,['U'],0,0,1,0,0,0
Unassuming Sage,['W'],0,0,0,0,0,1
Unauthorized Exit,['U'],0,0,1,0,0,0
Unburied Earthcarver,['B'],0,0,0,0,1,0
Uncharted Haven,['Colorless'],1,0,0,0,0,0
Uncharted Voyage,['U'],0,0,1,0,0,0
Undead Sprinter,"[B, R]",0,1,0,0,1,0
Undercity Dire Rat,['B'],0,0,0,0,1,0
Undercity Eliminator,['B'],0,0,0,0,1,0
Undercity Sewers,['Colorless'],1,0,0,0,0,0
Undercover Crocodelf,"[G, U]",0,0,1,1,0,0
Underfoot Underdogs,['R'],0,1,0,0,0,0
Underground Mortuary,['Colorless'],1,0,0,0,0,0
Undergrowth Leopard,['G'],0,0,0,1,0,0
Undergrowth Recon,['G'],0,0,0,1,0,0
Under the Skin,['G'],0,0,0,1,0,0
Underwater Tunnel  Slimy Aquarium,['U'],0,0,1,0,0,0
Undying Malice,['B'],0,0,0,0,1,0
Unending Whisper,['U'],0,0,1,0,0,0
Unexpected Request,['R'],0,1,0,0,0,0
Unflinching Courage,"[G, W]",0,0,0,1,0,1
Unfortunate Accident,['B'],0,0,0,0,1,0
Unholy Annex  Ritual Chamber,['B'],0,0,0,0,1,0
Unidentified Hovership,['W'],0,0,0,0,0,1
United Battlefront,['W'],0,0,0,0,0,1
University Campus,['Colorless'],1,0,0,0,0,0
Unlucky Drop,['U'],0,0,1,0,0,0
Unnerving Grasp,['U'],0,0,1,0,0,0
Unravel,['U'],0,0,1,0,0,0
Unrooted Ancestor,['B'],0,0,0,0,1,0
Unruly Catapult,['R'],0,1,0,0,0,0
Unscrupulous Agent,['B'],0,0,0,0,1,0
Unscrupulous Contractor,['B'],0,0,0,0,1,0
Unsettling Twins,['W'],0,0,0,0,0,1
Unsparing Boltcaster,['R'],0,1,0,0,0,0
Unstable Experiment,['U'],0,0,1,0,0,0
Unstable Glyphbridge  Sandswirl Wanderglyph,['Colorless'],1,0,0,0,0,0
Unstoppable Plan,['U'],0,0,1,0,0,0
Unstoppable Slasher,['B'],0,0,0,0,1,0
Unsummon,['U'],0,0,1,0,0,0
Unswerving Sloth,['W'],0,0,0,0,0,1
Untamed Hunger,['B'],0,0,0,0,1,0
Untimely Malfunction,['R'],0,1,0,0,0,0
Unwanted Remake,['W'],0,0,0,0,0,1
Unwilling Vessel,['U'],0,0,1,0,0,0
Unyielding Gatekeeper,['W'],0,0,0,0,0,1
Urban Retreat,['Colorless'],1,0,0,0,0,0
Urenis Rebuff,['U'],0,0,1,0,0,0
Ureni the Song Unending,"[G, R, U]",0,1,1,1,0,0
Urgent Necropsy,"[B, G]",0,0,0,1,1,0
Uthros Psionicist,['U'],0,0,1,0,0,0
Uthros Scanship,['U'],0,0,1,0,0,0
Uthros Titanic Godcore,['Colorless'],1,0,0,0,0,0
Vaan Street Thief,['R'],0,1,0,0,0,0
Vadmir New Blood,['B'],0,0,0,0,1,0
Valgavoths Faithful,['B'],0,0,0,0,1,0
Valgavoths Lair,['Colorless'],1,0,0,0,0,0
Valgavoths Onslaught,['G'],0,0,0,1,0,0
Valgavoth Terror Eater,['B'],0,0,0,0,1,0
Valkyrie Aerial Unit,['U'],0,0,1,0,0,0
Valkyries Call,['W'],0,0,0,0,0,1
Valley Flamecaller,['R'],0,1,0,0,0,0
Valley Floodcaller,['U'],0,0,1,0,0,0
Valley Mightcaller,['G'],0,0,0,1,0,0
Valley Questcaller,['W'],0,0,0,0,0,1
Valley Rally,['R'],0,1,0,0,0,0
Valley Rotcaller,['B'],0,0,0,0,1,0
Valorous Stance,['W'],0,0,0,0,0,1
Valors Flagship,['W'],0,0,0,0,0,1
Vampire Gourmand,['B'],0,0,0,0,1,0
Vampire Interloper,['B'],0,0,0,0,1,0
Vampire Neonate,['B'],0,0,0,0,1,0
Vampire Nighthawk,['B'],0,0,0,0,1,0
Vampire Soulcaller,['B'],0,0,0,0,1,0
Vampire Spawn,['B'],0,0,0,0,1,0
Vampiric Rites,['B'],0,0,0,0,1,0
Vanguard of the Rose,['W'],0,0,0,0,0,1
Vanguard Seraph,['W'],0,0,0,0,0,1
Vanille Cheerful lCie,['G'],0,0,0,1,0,0
Vanish from Sight,['U'],0,0,1,0,0,0
Vannifar Evolved Enigma,"[G, U]",0,0,1,1,0,0
Vantress Transmuter  Croaking Curse,['U'],0,0,1,0,0,0
Vaultborn Tyrant,['G'],0,0,0,1,0,0
Vaultguard Trooper,['R'],0,1,0,0,0,0
Vault Plunderer,['B'],0,0,0,0,1,0
Vaynes Treachery,['B'],0,0,0,0,1,0
Vector Imperial Capital,['Colorless'],1,0,0,0,0,0
Vein Ripper,['B'],0,0,0,0,1,0
Veloheart Bike,['G'],0,0,0,1,0,0
Venat Heart of Hydaelyn  Hydaelyn the Mothercrystal,['Colorless'],1,0,0,0,0,0
Venerated Stormsinger,['B'],0,0,0,0,1,0
Vengeful Bloodwitch,['B'],0,0,0,0,1,0
Vengeful Creeper,['G'],0,0,0,1,0,0
Vengeful Possession,['R'],0,1,0,0,0,0
Vengeful Townsfolk,['W'],0,0,0,0,0,1
Vengeful Tracker,['R'],0,1,0,0,0,0
Venom Connoisseur,['G'],0,0,0,1,0,0
Venom Evil Unleashed,['B'],0,0,0,0,1,0
Venomized Cat,['B'],0,0,0,0,1,0
Venomsac Lagac,['G'],0,0,0,1,0,0
Venoms Hunger,['B'],0,0,0,0,1,0
Verdant Outrider,['G'],0,0,0,1,0,0
Veteran Beastrider,"[G, W]",0,0,0,1,0,1
Veteran Guardmouse,"[R, W]",0,1,0,0,0,1
Veteran Ice Climber,['U'],0,0,1,0,0,0
Veteran Survivor,['W'],0,0,0,0,0,1
Vial Smasher Gleeful Grenadier,"[B, R]",0,1,0,0,1,0
Viashino Pyromancer,['R'],0,1,0,0,0,0
Vibrant Cityscape,['Colorless'],1,0,0,0,0,0
Vicious Clown,['R'],0,1,0,0,0,0
Victor Valgavoths Seneschal,"[B, W]",0,0,0,0,1,1
Vile Entomber,['B'],0,0,0,0,1,0
Vile Mutilator,['B'],0,0,0,0,1,0
Villainous Wrath,['B'],0,0,0,0,1,0
Vincents Limit Break,['B'],0,0,0,0,1,0
Vincent Valentine  Galian Beast,['Colorless'],1,0,0,0,0,0
Vinereap Mentor,"[B, G]",0,0,0,1,1,0
Violent Urge,['R'],0,1,0,0,0,0
Virtue of Courage  Embereth Blaze,['R'],0,1,0,0,0,0
Virtue of Knowledge  Vantress Visions,['U'],0,0,1,0,0,0
Virtue of Loyalty  Ardenvale Fealty,['W'],0,0,0,0,0,1
Virtue of Persistence  Locthwain Scorn,['B'],0,0,0,0,1,0
Virtue of Strength  Garenbrig Growth,['G'],0,0,0,1,0,0
Virulent Silencer,['Colorless'],1,0,0,0,0,0
Virus Beetle,['B'],0,0,0,0,1,0
Visage Bandit,['U'],0,0,1,0,0,0
Visage of Dread  Dread Osseosaur,['Colorless'],1,0,0,0,0,0
Vito Fanatic of Aclazotz,"[B, W]",0,0,0,0,1,1
Vitos Inquisitor,['B'],0,0,0,0,1,0
Vitu-Ghazi Inspector,['G'],0,0,0,1,0,0
Vivien Reid,['G'],0,0,0,1,0,0
Vivi Ornitier,"[R, U]",0,1,1,0,0,0
Vizier of the Menagerie,['G'],0,0,0,1,0,0
Vnwxt Verbose Host,['U'],0,0,1,0,0,0
Voice of Victory,['W'],0,0,0,0,0,1
Voidforged Titan,['B'],0,0,0,0,1,0
Voja Jaws of the Conclave,"[G, R, W]",0,1,0,1,0,1
Volatile Fault,['Colorless'],1,0,0,0,0,0
Volatile Wanderglyph,['R'],0,1,0,0,0,0
Volley Veteran,['R'],0,1,0,0,0,0
Voracious Greatshark,['U'],0,0,1,0,0,0
Voracious Varmint,['G'],0,0,0,1,0,0
Voracious Vermin,['B'],0,0,0,0,1,0
Vote Out,['B'],0,0,0,0,1,0
Voyage Home,"[U, W]",0,0,1,0,0,1
Voyager Glidecar,['W'],0,0,0,0,0,1
Voyager Quickwelder,['W'],0,0,0,0,0,1
Vraska Joins Up,"[B, G]",0,0,0,1,1,0
Vraska the Silencer,"[B, G]",0,0,0,1,1,0
Vren the Relentless,"[B, U]",0,0,1,0,1,0
Vulture Scheming Scavenger,"[B, U]",0,0,1,0,1,0
Wail of the Forgotten,"[B, U]",0,0,1,0,1,0
Wail of War,['B'],0,0,0,0,1,0
Walk-In Closet  Forgotten Cellar,['G'],0,0,0,1,0,0
Walking Sarcophagus,['Colorless'],1,0,0,0,0,0
Walk with the Ancestors,['G'],0,0,0,1,0,0
Wall Crawl,['G'],0,0,0,1,0,0
Waltz of Rage,['R'],0,1,0,0,0,0
Wandertale Mentor,"[G, R]",0,1,0,1,0,0
Wanted Griffin,['W'],0,0,0,0,0,1
Warden of the Grove,['G'],0,0,0,1,0,0
Warden of the Inner Sky,['W'],0,0,0,0,0,1
Wardens of the Cycle,"[B, G]",0,0,0,1,1,0
War Effort,['R'],0,1,0,0,0,0
Warehouse Tabby,['B'],0,0,0,0,1,0
Warleaders Call,"[R, W]",0,1,0,0,0,1
Warmaker Gunship,['R'],0,1,0,0,0,0
Warren Elder,['W'],0,0,0,0,0,1
Warren Warleader,['W'],0,0,0,0,0,1
Warriors Sword,['R'],0,1,0,0,0,0
War Squeak,['R'],0,1,0,0,0,0
Wary Thespian,['G'],0,0,0,1,0,0
Wary Watchdog,['G'],0,0,0,1,0,0
Wastes,['Colorless'],1,0,0,0,0,0
Wastewood Verge,['Colorless'],1,0,0,0,0,0
Watcher of the Wayside,['Colorless'],1,0,0,0,0,0
Waterlogged Hulk  Watertight Gondola,['Colorless'],1,0,0,0,0,0
Waterspout Warden,['U'],0,0,1,0,0,0
Waterwind Scout,['U'],0,0,1,0,0,0
Water Wings,['U'],0,0,1,0,0,0
Watery Grave,['Colorless'],1,0,0,0,0,0
Waxen Shapethief,['U'],0,0,1,0,0,0
Wax-Wane Witness,['W'],0,0,0,0,0,1
Waylaying Pirates,['U'],0,0,1,0,0,0
Wayspeaker Bodyguard,['W'],0,0,0,0,0,1
Weapons Manufacturing,['R'],0,1,0,0,0,0
Weapons Vendor,['W'],0,0,0,0,0,1
Wear Down,['G'],0,0,0,1,0,0
Web of Life and Destiny,['G'],0,0,0,1,0,0
Web-Shooters,['W'],0,0,0,0,0,1
Webstrike Elite,['G'],0,0,0,1,0,0
Web Up,['W'],0,0,0,0,0,1
Web-Warriors,"[G, W]",0,0,0,1,0,1
Wedgelight Rammer,['W'],0,0,0,0,0,1
Weftblade Enhancer,['W'],0,0,0,0,0,1
Weftstalker Ardent,['R'],0,1,0,0,0,0
Weftwalking,['U'],0,0,1,0,0,0
Welcome to Sweettooth,['G'],0,0,0,1,0,0
Werefox Bodyguard,['W'],0,0,0,0,0,1
Whirlwing Stormbrood  Dynamic Soar,['U'],0,0,1,0,0,0
Whiskerquill Scribe,['R'],0,1,0,0,0,0
Whiskervale Forerunner,['W'],0,0,0,0,0,1
White Auracite,['W'],0,0,0,0,0,1
White Mages Staff,['W'],0,0,0,0,0,1
Whoosh,['U'],0,0,1,0,0,0
Wicked Visitor,['B'],0,0,0,0,1,0
Wickerfolk Indomitable,['B'],0,0,0,0,1,0
Wickerfolk Thresher,['G'],0,0,0,1,0,0
Wicks Patrol,['B'],0,0,0,0,1,0
Wick the Whorled Mind,['B'],0,0,0,0,1,0
Wildborn Preserver,['G'],0,0,0,1,0,0
Wildfire Howl,['R'],0,1,0,0,0,0
Wildfire Wickerfolk,"[G, R]",0,1,0,1,0,0
Wildheart Invoker,['G'],0,0,0,1,0,0
Wild Pack Squad,['W'],0,0,0,0,0,1
Wild Ride,['R'],0,1,0,0,0,0
Wild Roads,['Colorless'],1,0,0,0,0,0
Wildwood Mentor,['G'],0,0,0,1,0,0
Wildwood Scourge,['G'],0,0,0,1,0,0
Willowrush Verge,['Colorless'],1,0,0,0,0,0
Will Scion of Peace,"[U, W]",0,0,1,0,0,1
Wilt-Leaf Liege,"[G, W]",0,0,0,1,0,1
Windcrag Siege,"[R, W]",0,1,0,0,0,1
Wind-Scarred Crag,['Colorless'],1,0,0,0,0,0
Windurst Federation Center,['Colorless'],1,0,0,0,0,0
Wingblade Disciple,['U'],0,0,1,0,0,0
Wingspan Stride,['U'],0,0,1,0,0,0
Winter Cursed Rider,"[B, U]",0,0,1,0,1,0
Winter Misanthropic Guide,"[B, G, R]",0,1,0,1,1,0
Winternight Stories,['U'],0,0,1,0,0,0
Winters Intervention,['B'],0,0,0,0,1,0
Wisecrack,['R'],0,1,0,0,0,0
Wishclaw Talisman,['B'],0,0,0,0,1,0
Wishing Well,['U'],0,0,1,0,0,0
Wispdrinker Vampire,"[B, W]",0,0,0,0,1,1
Witchs Mark,['R'],0,1,0,0,0,0
Witchstalker Frenzy,['R'],0,1,0,0,0,0
Withering Torment,['B'],0,0,0,0,1,0
With Great Power,['W'],0,0,0,0,0,1
Witness Protection,['U'],0,0,1,0,0,0
Wojek Investigator,['W'],0,0,0,0,0,1
Woodland Acolyte  Mend the Wilds,['W'],0,0,0,0,0,1
World Map,['Colorless'],1,0,0,0,0,0
Worldsouls Rage,"[G, R]",0,1,0,1,0,0
Worldwalker Helm,['U'],0,0,1,0,0,0
Worthy Cost,['B'],0,0,0,0,1,0
Wraith Vicious Vigilante,"[U, W]",0,0,1,0,0,1
Wrangler of the Damned,"[U, W]",0,0,1,0,0,1
Wreckage Wickerfolk,['B'],0,0,0,0,1,0
Wreck Remover,['Colorless'],1,0,0,0,0,0
Wrench,['W'],0,0,0,0,0,1
Wretched Doll,['B'],0,0,0,0,1,0
Wurmwall Sweeper,['Colorless'],1,0,0,0,0,0
Wylie Duke Atiin Hero,"[G, W]",0,0,0,1,0,1
Xande Dark Mage,"[B, U]",0,0,1,0,1,0
Xu-Ifit Osteoharmonist,['B'],0,0,0,0,1,0
Yarus Roar of the Old Gods,"[G, R]",0,1,0,1,0,0
Yathan Roadwatcher,"[B, G, W]",0,0,0,1,1,1
Yathan Tombguard,['B'],0,0,0,0,1,0
Yenna Redtooth Regent,"[G, W]",0,0,0,1,0,1
Ygra Eater of All,"[B, G]",0,0,0,1,1,0
Youre Not Alone,['W'],0,0,0,0,0,1
Youthful Valkyrie,['W'],0,0,0,0,0,1
Yshtola Rhul,['U'],0,0,1,0,0,0
Yuna Hope of Spira,"[G, W]",0,0,0,1,0,1
Zack Fair,['W'],0,0,0,0,0,1
Zahur Glorys Past,"[B, W]",0,0,0,0,1,1
Zanarkand Ancient Metropolis  Lasting Fayth,['Colorless'],1,0,0,0,0,0
Zealous Display,['W'],0,0,0,0,0,1
Zell Dincht,['R'],0,1,0,0,0,0
Zenos yae Galvus  Shinryu Transcendent Rival,['Colorless'],1,0,0,0,0,0
Zero Point Ballad,['B'],0,0,0,0,1,0
Zetalpa Primal Dawn,['W'],0,0,0,0,0,1
Zidane Tantalus Thief,"[R, W]",0,1,0,0,0,1
Zimone All-Questioning,"[G, U]",0,0,1,1,0,0
Zimone Paradox Sculptor,"[G, U]",0,0,1,1,0,0
Zodiark Umbral God,['B'],0,0,0,0,1,0
Zoetic Glyph,['U'],0,0,1,0,0,0
Zombify,['B'],0,0,0,0,1,0
Zookeeper Mechan,['R'],0,1,0,0,0,0
Zoraline Cosmos Caller,"[B, W]",0,0,0,0,1,1
Zoyowa Lava-Tongue,"[B, R]",0,1,0,0,1,0
Zoyowas Justice,['R'],0,1,0,0,0,0
Zul Ashur Lich Lord,['B'],0,0,0,0,1,0
Zurgos Vanguard,['R'],0,1,0,0,0,0
Zurgo Thunders Decree,"[B, R, W]",0,1,0,0,1,1
