name,type_line,oracle_text,colors,cmc,rarity,set_name,released_at,power,toughness,keywords,image_uri
Loporrit Scout,Creature — Rabbit Scout,"Whenever another creature you control enters, this creature gets +1/+1 until end of turn.",G,3.0,common,Final Fantasy,2025-06-13,3,2,,https://cards.scryfall.io/normal/front/a/1/a182bc66-bfda-4bf5-bd12-3de5dba60945.jpg?1748706482
Lord Skitter's Blessing,Enchantment,"When this enchantment enters, create a Wicked Role token attached to target creature you control. (Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)
At the beginning of your draw step, if you control an enchanted creature, you lose 1 life and you draw an additional card.",B,2.0,rare,Wilds of Eldraine,2023-09-08,,,Role token,https://cards.scryfall.io/normal/front/8/4/84f343a9-883f-4532-ae66-be6470d67d38.jpg?1692937731
Lord Skitter's Butcher,Creature — Rat Peasant,"When this creature enters, choose one —
• Create a 1/1 black Rat creature token with ""This token can't block.""
• You may sacrifice another creature. If you do, scry 2, then draw a card.
• Creatures you control gain menace until end of turn.",B,3.0,uncommon,Wilds of Eldraine,2023-09-08,2,3,Scry,https://cards.scryfall.io/normal/front/2/1/21b31d2b-ef66-4e16-a75e-4e27eb5ebfe9.jpg?1692937745
"Lord Skitter, Sewer King",Legendary Creature — Rat Noble,"Whenever another Rat you control enters, exile up to one target card from an opponent's graveyard.
At the beginning of combat on your turn, create a 1/1 black Rat creature token with ""This token can't block.""",B,3.0,rare,Wilds of Eldraine,2023-09-08,3,3,,https://cards.scryfall.io/normal/front/7/2/729877be-4894-4ef5-9e60-de8a8fb2bdc0.jpg?1722161627
Lost in Space,Instant,Target artifact or creature's owner puts it on their choice of the top or bottom of their library. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.),U,4.0,common,Edge of Eternities,2025-08-01,,,Surveil,https://cards.scryfall.io/normal/front/6/d/6d9d7979-97af-4c85-86f5-1b3704f74e8b.jpg?1752946795
Lost in the Maze,Enchantment,"Flash
When this enchantment enters, tap X target creatures. Put a stun counter on each of those creatures you don't control. (If a permanent with a stun counter would become untapped, remove one from it instead.)
Tapped creatures you control have hexproof.",U,2.0,rare,Murders at Karlov Manor,2024-02-09,,,Flash,https://cards.scryfall.io/normal/front/6/3/6308dc62-d945-4761-aa4c-ef8e9271e901.jpg?1706241626
Lost Jitte,Legendary Artifact — Equipment,"Whenever equipped creature deals combat damage, put a charge counter on Lost Jitte.
Remove a charge counter from Lost Jitte: Choose one —
• Untap target land.
• Target creature can't block this turn.
• Put a +1/+1 counter on equipped creature.
Equip {1}",Colorless,1.0,mythic,The Big Score,2024-04-19,,,Equip,https://cards.scryfall.io/normal/front/c/9/c936504c-4e90-408f-ba98-0fb8c0378471.jpg?1739804226
Lotusguard Disciple,Creature — Bird Cleric,"Flying
When this creature enters, target creature or Vehicle gains lifelink and indestructible until end of turn.",W,3.0,common,Aetherdrift,2025-02-14,2,2,Flying,https://cards.scryfall.io/normal/front/8/0/80645651-3804-481f-8f8f-ade762a011e1.jpg?1738359328
Lotuslight Dancers,Creature — Zombie Bard,"Lifelink
When this creature enters, search your library for a black card, a green card, and a blue card. Put those cards into your graveyard, then shuffle.","B,G,U",5.0,rare,Tarkir: Dragonstorm,2025-04-11,3,6,Lifelink,https://cards.scryfall.io/normal/front/8/2/82aa2593-4a79-46f1-a2bd-b71fb504d0ab.jpg?1743204801
Lotus Ring,Artifact — Equipment,"Indestructible
Equipped creature gets +3/+3 and has vigilance and ""{T}, Sacrifice this creature: Add three mana of any one color.""
Equip {3}",Colorless,3.0,mythic,The Big Score,2024-04-19,,,"Indestructible,Equip",https://cards.scryfall.io/normal/front/0/2/02267717-66e0-41f7-8009-75586a4aa4be.jpg?1739804230
Louisoix's Sacrifice,Instant,"As an additional cost to cast this spell, sacrifice a legendary creature or pay {2}.
Counter target activated ability, triggered ability, or noncreature spell.",U,1.0,rare,Final Fantasy,2025-06-13,,,,https://cards.scryfall.io/normal/front/4/a/4a6976f2-0bd5-449a-8fcf-f5a732ce22c1.jpg?1748705976
Loxodon Battle Priest,Creature — Elephant Cleric,"At the beginning of combat on your turn, put a +1/+1 counter on another target creature you control.",W,5.0,uncommon,Tarkir: Dragonstorm,2025-04-11,3,5,,https://cards.scryfall.io/normal/front/a/5/a527cdb0-f54a-4b53-83a0-6b3e8cafa45e.jpg?1743204012
Loxodon Eavesdropper,Creature — Elephant Detective,"When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you draw your second card each turn, this creature gets +1/+1 and gains vigilance until end of turn.",G,4.0,common,Murders at Karlov Manor,2024-02-09,3,3,Investigate,https://cards.scryfall.io/normal/front/b/b/bbbf8c3a-6c74-42fd-bb8d-61e3f0a77848.jpg?1706242059
Loxodon Surveyor,Creature — Elephant Scout,"Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.)
Max speed — {3}, Exile this card from your graveyard: Draw a card.",G,3.0,common,Aetherdrift,2025-02-14,3,3,"Max speed,Start your engines!",https://cards.scryfall.io/normal/front/c/d/cd1cecb1-6776-4495-be56-b7dde65453f1.jpg?1739091703
Lumbering Laundry,Artifact Creature — Golem,"{2}: Until end of turn, you may look at face-down creatures you don't control any time.
Disguise {5} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)",Colorless,5.0,uncommon,Murders at Karlov Manor,2024-02-09,4,5,Disguise,https://cards.scryfall.io/normal/front/0/8/080ad039-1669-4735-9864-76f4c61fc59e.jpg?1706242318
Lumbering Worldwagon,Artifact — Vehicle,"This Vehicle's power is equal to the number of lands you control.
Whenever this Vehicle enters or attacks, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Crew 4",G,3.0,rare,Aetherdrift,2025-02-14,*,4,Crew,https://cards.scryfall.io/normal/front/9/f/9f989c59-7b2a-4036-9ea2-cd0c7e85c15b.jpg?1738356517
Lumen-Class Frigate,Artifact — Spacecraft,"Station (Tap another creature you control: Put charge counters equal to its power on this Spacecraft. Station only as a sorcery. It's an artifact creature at 12+.)
STATION 2+
Other creatures you control get +1/+1.
STATION 12+
Flying, lifelink",W,2.0,rare,Edge of Eternities,2025-08-01,3,5,"Flying,Lifelink,Station",https://cards.scryfall.io/normal/front/0/c/0cc59b5a-65fa-47cc-8ac7-b7c3f533a782.jpg?1755341197
Luminous Rebuke,Instant,"This spell costs {3} less to cast if it targets a tapped creature.
Destroy target creature.",W,5.0,common,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/6/2/621839e1-2756-4cdc-a25c-5f76ea98dd87.jpg?1730488660
"Lumra, Bellow of the Woods",Legendary Creature — Elemental Bear,"Vigilance, reach
Lumra's power and toughness are each equal to the number of lands you control.
When Lumra enters, mill four cards. Then return all land cards from your graveyard to the battlefield tapped.",G,6.0,mythic,Bloomburrow,2024-08-02,*,*,"Reach,Vigilance,Mill",https://cards.scryfall.io/normal/front/a/e/ae4f3aaf-3960-48cd-b34b-32e4ae5ae088.jpg?1721426865
Lunar Convocation,Enchantment,"At the beginning of your end step, if you gained life this turn, each opponent loses 1 life.
At the beginning of your end step, if you gained and lost life this turn, create a 1/1 black Bat creature token with flying.
{1}{B}, Pay 2 life: Draw a card.","B,W",2.0,rare,Bloomburrow,2024-08-02,,,,https://cards.scryfall.io/normal/front/a/9/a9ee50d4-c878-457b-964d-29c039ce9852.jpg?1721427132
Lunar Insight,Sorcery,Draw a card for each different mana value among nonland permanents you control.,U,3.0,rare,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/a/9/a9a159f6-fecf-4bdd-b2f8-a9665a5cc32d.jpg?1730488755
Lunatic Pandora,Legendary Artifact,"{2}, {T}: Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{6}, {T}, Sacrifice Lunatic Pandora: Destroy target nonland permanent.",Colorless,1.0,common,Final Fantasy,2025-06-13,,,Surveil,https://cards.scryfall.io/normal/front/d/6/d6e1e3e7-20d4-42cb-ad22-60356b9e8fdc.jpg?1750188050
Lupinflower Village,Land,"{T}: Add {C}.
{T}: Add {W}. Spend this mana only to cast a creature spell.
{1}{W}, {T}, Sacrifice this land: Look at the top six cards of your library. You may reveal a Bat, Bird, Mouse, or Rabbit card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",Colorless,0.0,uncommon,Bloomburrow,2024-08-02,,,,https://cards.scryfall.io/normal/front/8/a/8ab9d56f-9178-4ec9-a5f6-b934f50d8d9d.jpg?1721639625
Lurking Lizards,Creature — Lizard Villain,"Trample
Whenever you cast a spell with mana value 4 or greater, put a +1/+1 counter on this creature.",G,2.0,common,Marvel's Spider-Man,2025-09-26,1,3,Trample,https://cards.scryfall.io/normal/front/5/8/58b5b49c-ddd6-4d1b-9b61-6e02d8fc55ad.jpg?1758215804
Lush Oasis,Land — Desert,"This land enters tapped.
When this land enters, it deals 1 damage to target opponent.
{T}: Add {G} or {U}.",Colorless,0.0,common,Outlaws of Thunder Junction,2024-04-19,,,,https://cards.scryfall.io/normal/front/9/8/988e44c5-4632-4ebb-b6ae-c3886e49d637.jpg?1712356345
Lush Portico,Land — Forest Plains,"({T}: Add {G} or {W}.)
This land enters tapped.
When this land enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",Colorless,0.0,rare,Murders at Karlov Manor,2024-02-09,,,Surveil,https://cards.scryfall.io/normal/front/c/1/c17816e8-28b1-4295-a637-efb0e5c18873.jpg?1759236528
Luxknight Breacher,Creature — Human Knight,This creature enters with a +1/+1 counter on it for each other creature and/or artifact you control.,W,4.0,common,Edge of Eternities,2025-08-01,2,2,,https://cards.scryfall.io/normal/front/c/1/c1236731-0d33-4705-8077-3cf58acf9a39.jpg?1752946655
Luxurious Locomotive,Artifact — Vehicle,"Whenever this Vehicle attacks, create a Treasure token for each creature that crewed it this turn. (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")
Crew 1. Activate only once each turn. (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.)",Colorless,5.0,uncommon,Outlaws of Thunder Junction,2024-04-19,6,5,"Treasure,Crew",https://cards.scryfall.io/normal/front/c/c/cc598338-eeba-4815-a0a6-ff2dc09790d2.jpg?1712356268
Lyra Dawnbringer,Legendary Creature — Angel,"Flying
First strike (This creature deals combat damage before creatures without first strike.)
Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Other Angels you control get +1/+1 and have lifelink.",W,5.0,mythic,Foundations,2024-11-15,5,5,"Flying,Lifelink,First strike",https://cards.scryfall.io/normal/front/b/2/b2abce4d-ef21-4028-8a86-b7d1387bc937.jpg?1730572719
Maalfeld Twins,Creature — Zombie,"When this creature dies, create two 2/2 black Zombie creature tokens.",B,6.0,uncommon,Foundations,2024-11-15,4,4,,https://cards.scryfall.io/normal/front/c/1/c166df8f-9508-427a-8ec7-bc8541b6ed88.jpg?1730490584
"Mabel, Heir to Cragflame",Legendary Creature — Mouse Soldier,"Other Mice you control get +1/+1.
When Mabel enters, create Cragflame, a legendary colorless Equipment artifact token with ""Equipped creature gets +1/+1 and has vigilance, trample, and haste"" and equip {2}.","R,W",3.0,rare,Bloomburrow,2024-08-02,3,3,,https://cards.scryfall.io/normal/front/b/e/be6627fd-729d-44f2-b6bf-5299f49d1e3d.jpg?1721427144
Mabel's Mettle,Instant,Target creature gets +2/+2 until end of turn. Up to one other target creature gets +1/+1 until end of turn.,W,2.0,uncommon,Bloomburrow,2024-08-02,,,,https://cards.scryfall.io/normal/front/5/c/5cfcf83f-089c-4e35-855e-b61b98bb1cd8.jpg?1721425880
Macabre Reconstruction,Sorcery,"This spell costs {2} less to cast if a creature card was put into your graveyard from anywhere this turn.
Return up to two target creature cards from your graveyard to your hand.",B,4.0,common,Murders at Karlov Manor,2024-02-09,,,,https://cards.scryfall.io/normal/front/a/b/abb6184c-e3d0-4275-b25b-95e4a64b26f3.jpg?1706241717
Macabre Waltz,Sorcery,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",B,2.0,common,Foundations,2024-11-15,,,,https://cards.scryfall.io/normal/front/4/d/4d1f3c84-89ba-4426-a80b-d524f172c912.jpg?1730489256
Machinist's Arsenal,Artifact — Equipment,"Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.)
Equipped creature gets +2/+2 for each artifact you control and is an Artificer in addition to its other types.
Machina — Equip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)",W,5.0,rare,Final Fantasy,2025-06-13,,,"Machina,Job select,Equip",https://cards.scryfall.io/normal/front/f/f/ff976428-2145-4630-aab1-08870b90b2f0.jpg?1748705839
"Madame Web, Clairvoyant",Legendary Creature — Mutant Advisor,"You may look at the top card of your library any time.
You may cast Spider spells and noncreature spells from the top of your library.
Whenever you attack, you may mill a card. (You may put the top card of your library into your graveyard.)",U,6.0,uncommon,Marvel's Spider-Man,2025-09-26,4,4,Mill,https://cards.scryfall.io/normal/front/a/1/a16ca3fc-3cdf-4333-93e0-524afafe367b.jpg?1757376966
Maelstrom of the Spirit Dragon,Land,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast a Dragon spell or an Omen spell.
{4}, {T}, Sacrifice this land: Search your library for a Dragon card, reveal it, put it into your hand, then shuffle.",Colorless,0.0,rare,Tarkir: Dragonstorm,2025-04-11,,,,https://cards.scryfall.io/normal/front/c/4/c4e90bfb-d9a5-48a9-9ff9-b0f50a813eee.jpg?1743205026
Maelstrom Pulse,Sorcery,Destroy target nonland permanent and all other permanents with the same name as that permanent.,"B,G",3.0,rare,Innistrad Remastered,2025-01-24,,,,https://cards.scryfall.io/normal/front/6/6/66f17263-b916-40f4-b175-fcfd5630103d.jpg?1736468533
"Magda, the Hoardmaster",Legendary Creature — Dwarf Berserker,"Whenever you commit a crime, create a tapped Treasure token. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)
Sacrifice three Treasures: Create a 4/4 red Scorpion Dragon creature token with flying and haste. Activate only as a sorcery.",R,2.0,rare,Outlaws of Thunder Junction,2024-04-19,2,2,Treasure,https://cards.scryfall.io/normal/front/4/4/4443d112-209b-49ec-bc40-3a11dcdb092e.jpg?1712355792
Magebane Lizard,Creature — Lizard,"Whenever a player casts a noncreature spell, this creature deals damage to that player equal to the number of noncreature spells they've cast this turn.",R,2.0,uncommon,Outlaws of Thunder Junction,2024-04-19,1,4,,https://cards.scryfall.io/normal/front/6/2/62e12566-375f-4f31-aa91-1b13a96d9ece.jpg?1712355797
Magic Damper,Instant,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it.,U,1.0,common,Final Fantasy,2025-06-13,,,,https://cards.scryfall.io/normal/front/4/4/44921b2e-5938-4f63-92b9-0b719a2f8c68.jpg?1748705983
Magic Pot,Artifact Creature — Goblin Construct,"When this creature dies, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")
{2}, {T}: Exile target card from a graveyard.",Colorless,3.0,common,Final Fantasy,2025-06-13,1,4,Treasure,https://cards.scryfall.io/normal/front/5/7/57d07ca0-5618-4a90-a605-ca14a193ce3b.jpg?1748706770
